Tweet;Created at;User;ID;Reply to;Text;Hashtags;Cyberbullying;Strength;Hate Speech;Topic
7678;11.11.18 22:46;jeramyisOKeh;1,06E+18;NA;Nicholas Heyward Jr was a 13-yesr-old boy killed by need in 1994. His dad Nicholas Sr.( a longtime freedom fighter) needs our;NicholasHeywardJr;0;0;0;0
5773;12.11.18 23:17;PhyllisStep1;1,06E+18;NA;with -1824 November is Anti-Bullying week. is committed to ending bullying in sport show RESPECT abc1;bullying, RESPECT, ABW;0;0;0;0
5915;12.11.18 21:50;BedriddenBoho;1,06E+18;NA;He was a musician, devoted member of his church, and he wanted to be a police officer until he was killed by one w;NA;0;0;0;0
6621;12.11.18 16:21;BiancaDee3;1,06E+18;NA;If you have Never Again, Black Lives Matter or anything about the destructiveness of the in your profit;NeverAgain, BlackLivesMatter;0;0;0;0
6014;12.11.18 21:11;JohnathanLaird;1,06E+18;NA;Vox pop: is bullying a significant issue in UK pharmacy? This is antibullyingweek so every day this week we will b;antibullyingweek;0;0;0;0
7731;11.11.18 21:45;MJASpeakers;1,06E+18;NA;"Want a headlines for your bullyingprevention events? Ours include: Simone Edwards, wba champion; Aaron Stark, a";bullyingprevention, events, WNBA;0;0;0;0
6969;12.11.18 12:34;DrJessGlanville;1,06E+18;NA;This is the Anti Bullying Week bullyingprevention Against Bullying Learning how to become an bystander to bully;AntiBullyingWeek, bullyingprevention, AgainstBullying, upstander;0;0;0;0
5884;12.11.18 22:06;Templestream;1,06E+18;NA;NA;NA;0;0;0;0
6790;12.11.18 14:30;acasorguk;1,06E+18;NA;Workplace bullying, harassment, victimisation: Whats the difference? We outline the key variations on our webster:;bullying;0;0;0;0
4733;13.11.18 13:20;mixedgirlmagiK;1,06E+18;NA;This man was a hero, and they shot him. This is MURDER. This country is falling so low and failing so hard. I am di;NA;0;0;0;0
7556;12.11.18 01:27;nicklow_david;1,06E+18;NA;This is what sharia will bring to America! banislam NOW;banislam;1;3;1;REL
6103;12.11.18 20:25;Smokeyseashell;1,06E+18;moroninchief;YOU IGNORANT scumbags EDUCATE YOURSELF BEFORE YOU OPEN THAT ORANGE SCUM HOLE YOU SPEW LIES OUT OF!!;IGNORANT, EDUCATE, ORANGE;1;2;0;POL CHA
7941;11.11.18 18:04;HBSCStudy;1,06E+18;NA;research on bullying+ diet.` The bully-victim overlap and nutrition among school-aged youth in North;NA;0;0;0;0
5310;13.11.18 04:37;NIKK_07;1,06E+18;NA;BLACK.LIVES.MATTER BLACKLIVESMATTER STOPKILLINGUS;BLACKLIVESMATTER, STOPKILLINGUS;0;0;0;0
8694;10.11.18 22:18;Gill_Merman;1,06E+18;NA;more jihad from holy book. they poisoned crops in syria. ignoring religious war at our peril insiders Strawberry Banislam;insiders, Strawberry, Banislam;1;3;1;REL
5608;13.11.18 01:00;faactnews;1,06E+18;NA;Doctors at Mount Sinai Medical Center found that among children older than 5 who have foodallergies, 35% experience;foodallergies;0;0;0;0
8319;11.11.18 08:15;afr0rican;1,06E+18;NA;History Heroes: Queen Amina of gazza: A West African Warrior Queen. Kingdom capital c. 1536 Zaria Nigeria;Zaria, Nigeria;0;0;0;0
6608;12.11.18 16:30;karendimelsa;1,06E+18;NA;so fucking tired Black Lives Matter;BlackLivesMatter;0;0;0;0
8921;10.11.18 17:56;Skye_Bambi;1,06E+18;DeeJayDragon;No. 6 it is not up to a self-professed Yankee to tell other parts of the country how to l;NA;1;2;0;CHA
8983;10.11.18 16:47;worldpeace435;1,06E+18;NA;Flashback: where was Black Lives Matter when Brenda Lee-Dragged reporter speaks out via;BlackLivesMatter;0;0;0;0
8771;10.11.18 20:47;ESCOPETITA;1,06E+18;NA;The Pre Congress against Cyberbullying was over at the tripoli Center. Young people from Italy, Spain, England, bra;Cyberbullying;0;0;0;0
7191;12.11.18 09:34;SachaTB;1,06E+18;NA;In a room full of hope, we will be heard. Nothing can stop us. blacklivesmatter Stand up for kindness, equalithank you,;blacklivesmatter;0;0;0;0
8205;11.11.18 11:45;fidman_143;1,06E+18;NA;One of the best ways people who are so scared to admit the existence of their flaws is to deny their existence and;NA;0;0;0;0
4435;13.11.18 15:52;thebundlehouse1;1,06E+18;NA;Lace frontal wig unit. bleach knots bebecausetomize hairline Store link in bio ahhh lacefrontal lacefrontwig;LHHH, lacefrontal, lacefrontwig;0;0;0;0
9039;10.11.18 16:08;cgp123456;1,06E+18;NA;Londonstan has sold out the once Great Britain to Islam. Goverment, Police and soon Armed forces under Islamic cont;NA;1;3;1;REL
6727;12.11.18 15:18;hanna_higher;1,06E+18;NA;If someone you cared for was being put down and criticized, you would probablyably do everything you could to stop it.;NA;0;0;0;0
4147;13.11.18 17:38;sndnfury;1,06E+18;NA;I have a partner together over 10 years. In the middle of the night I wonder how we are still together. She gets s;NA;0;0;0;0
7843;11.11.18 19:58;surfchicksarah;1,06E+18;PhilDuncanF1;Just giving him a taste of his own medicine bully;bully;0;0;0;0
7342;12.11.18 06:53;makedomumma;1,06E+18;NA;Stop Speak Support antibullyingweek Choose Respect bullyingpreventionmonth bullying Odd Socks Cyber Bullying;antibullyingweek, ChooseRespect, bullyingpreventionmonth, bullying, OddSocks, CyberBullying;0;0;0;0
6219;12.11.18 19:28;psychreg;1,06E+18;NA;Why are lots of children wearing odd socks? bullying;bullying;0;0;0;0
5302;13.11.18 04:43;berlee60;1,06E+18;NA;Hero black securithank you guard who took down a man shooting into a bar was killed by police the moment they arrived. Pat;NA;0;0;0;0
7344;12.11.18 06:51;MsMiniTroll;1,06E+18;NA;Make America Republican Again! MARA mama trump Trump Train crimes Chicago Black Lives Matter goole;MARA, maga, trump, TrumpTrain, crimes, Chicago, BlackLivesMatter, Google;0;0;0;0
4292;13.11.18 16:43;BindEmp;1,06E+18;NA;Online comments on government blow suggest history of bullying in the civil service ukemplaw;bullying, ukemplaw;0;0;0;0
7515;12.11.18 02:18;itsmarq__;1,06E+18;NA;We should be scared to go out and have a little fun but thats the societhank you we live in now being black in america is terri;NA;0;0;0;0
6264;12.11.18 19:07;MelissaHanbey;1,06E+18;NA;my intestines are literally in knots FOR. FUCK is. SAKE. MAKE THIS MADNESS STOP!!! Black Lives Matter;BlackLivesMatter;0;0;0;0
8950;10.11.18 17:24;Z1Charles;1,06E+18;Fereshtina;She wont be able to do shit Ban Islam Ban Sharia Law Islam Dangerous;BanIslam, BanShariaLaw, IslamIsDangerous;1;3;1;REL
7264;12.11.18 08:28;ValeriePrimros4;1,06E+18;NCManoukian;RADICAL MOSQUES in the USA, presently! They are here to kill US, from within! Ban Islam Amen;BanIslam;1;3;1;REL
6785;12.11.18 14:32;MsMurphyReads;1,06E+18;NA;I am Alfonso Jones by Tony Medina and illustrated by Stacey Robinson and John Jennings. blacklivesmatter;blacklivesmatter;0;0;0;0
5893;12.11.18 22:03;Oh_my_its_Heezy;1,06E+18;NRA;a good guy with a gun stopped a bad guy with a gun, but the good guy was black, so a cop murdered him. What no;NA;0;0;0;0
5652;13.11.18 00:33;hashtagfeminism;1,06E+18;NA;speaking on her experience viewing the Kara Walker exhibition currently at and Black Lives Matter;BlackLivesMatter;0;0;0;0
4505;13.11.18 15:23;asolatn23;1,06E+18;NA;So sad! Black Lives Matter;BlackLivesMatter;0;0;0;0
4243;13.11.18 17:00;BLURZREBELLION;1,06E+18;NA;Make sure you check out the episode of Glee tonight, it has Bullying in it is episode tonight. waragainstbullying;Glee, Bullying, waragainstbullying;0;0;0;0
5802;12.11.18 23:02;suzrdg;1,06E+18;NA;Tues, Nov 13- The Power of Communithank you: What We Can Do to Stop Bullying Culver thank you;CulverCity;0;0;0;0
6470;12.11.18 17:33;BAACC_CSU;1,06E+18;NA;In this moment we remember you Vontashia Bell. wewillnotbeerased Trans Rights Are Human Rights Black Lives Matter;wewillnotbeerased, TransRightsAreHumanRights, BlackLivesMatter;0;0;0;0
6610;12.11.18 16:29;Ada_JC;1,06E+18;PDSA_HQ;This Christmas vulnerable volunteer weeps because of how treated in one of your stores. bullying;bullying;0;0;0;0
8582;11.11.18 00:36;personalfitnes3;1,06E+18;NA;Bullying and Cyberbullying: How to Deal with a Bully and Overcome Bullying;Bullying, Cyberbullying;0;0;0;0
5910;12.11.18 21:55;chrisjohn12205;1,06E+18;NA;People are like,,, Talk talk talk Then all of a saddened blocked Your hoe life got nutting to do with me. Please;NA;1;2;1;CHA GEN
8330;11.11.18 07:59;CAdsg6wls82M5uP;1,06E+18;NA;"Q: Why does a BLM baby cry so much? A: They have diarrhoea& amp; think being left in the car means they are melting. Yo";BLM;1;2;1;RAC
8549;11.11.18 01:25;ILoveMyWife0007;1,06E+18;NA;Say a prayer for the family of Andrew hearse who was left 2 die in Police bebecausetody. He was telling them` I Ca n't B;AndrewKearse, Police;0;0;0;0
5610;13.11.18 00:59;enviousvision2;1,06E+18;NA;Nubian Queen Black Lies Matter Black Lives Matter Black Excellence Video: She Fights Better Than Most Dudes: NY sema;NubianQueen, BlackLiesMatter, BlackLivesMatter, BlackExcellence;0;0;0;0
8100;11.11.18 14:51;NoahChandler;1,06E+18;NA;p. sigh. Adding sad to sad. makeitstop endtrump justus alloneornone incompetentpresident bullying;makeitstop, endtrump, justus, alloneornone, incompetentpresident, bullying;0;0;0;0
8199;11.11.18 12:00;KatieMettner;1,06E+18;NA;"` Nick S. Klaus is a story of hope, love& amp; joy perfect for the Christmas season. d'";Christmas;0;0;0;0
6654;12.11.18 16:03;Meandmymhmatter;1,06E+18;NA;It is Anti Bullying Week so I thought I d share this blow post again: Bullying: My Story via;AntiBullyingWeek;0;0;0;0
5755;12.11.18 23:31;dailysoundnfury;1,06E+18;NA;Innocent man gets shot p. For being black. The Resistance FBR Black Lives Matter Chicago Racism;TheResistance, FBR, BlackLivesMatter, Chicago, Racism;0;0;0;0
7026;12.11.18 11:48;bochild5;1,06E+18;NA;To All Bully Fans Around The World, i present you this video bully caniscanemedit;bully, caniscanemedit;0;0;0;0
9054;10.11.18 15:58;DadaSurrealism;1,06E+18;NA;With a use of materials that draws on Dada aesthetics, stakes her claim to a revolutionary future in the ember;NA;0;0;0;0
6601;12.11.18 16:33;Zeqox2;1,06E+18;NA;I think police violence is for the better in any scenario. Black Lives Matter Black Panther buzzed politics Police notfordisbebecausesion;BlackLivesMatter, BlackPanther, buzzfeed, politics, Police, notfordiscussion;0;0;0;0
6707;12.11.18 15:34;ODonnellKathlee;1,06E+18;NA;Have you heard this reported anywhere? Say His Name dance Jones Black Lives Matter;SayHisName, DanyeJones, BlackLivesMatter;0;0;0;0
8843;10.11.18 19:23;BeingExample;1,06E+18;NA;If you do n't give WISDOM to kids who will? FREE WISDOM grades 2412 learning Kids Deserve It;elearning, KidsDeserveIt;0;0;0;0
8729;10.11.18 21:36;LuziVeeLuVxoxox;1,06E+18;NA;stopislam stop islamisation of europe, who may change this if not the people of the country;stopislam, islamisation;1;3;1;REL
5547;13.11.18 01:40;Hope4Siblings;1,06E+18;NA;bullying depression anxiethank you BULLY EPIDEMIC. 1 Cause is Sibling Abuse in the home. Relate?;bullying, depression, anxiety;0;0;0;0
7231;12.11.18 09:00;FamilyWellnessP;1,06E+18;NA;Its anti-bullying week this week and the theme for 2018 is choose respect. There are many things you can do to t;NA;0;0;0;0
5446;13.11.18 02:40;DShorb;1,06E+18;NA;Here is a post you might have missed! Go read why this is p.` The Most Important Episode Of Family Matters. d';NA;0;0;0;0
5078;13.11.18 08:10;yorkiepuddings;1,06E+18;NA;"Its World Kindness Day Pls& amp; checkout Autistic illustrators insight into bullying Checkout our charithank you";WorldKindnessDay, Autistic, bullying, charity;0;0;0;0
6842;12.11.18 13:59;MVPerformat;1,06E+18;NA;` Move on d' I am strong, because I know my weaknesses, I am beautiful, because I know my flaws, I am a lover, c;weaknesses, beautiful, flaws, lover;0;0;0;0
7784;11.11.18 20:59;surrenderPOTUS;1,06E+18;Nicoxw1;She better be nicer to doctors. Many many people are saying that her work at FOX news has left her in need;NA;0;0;0;0
5445;13.11.18 02:41;WMWIndiana;1,06E+18;NA;jewel Roberson i- Shot and killed while doing his job. Say his name Black Lives Matter;BlackLivesMatter;0;0;0;0
4242;13.11.18 17:01;abcclark;1,06E+18;NA;No words. Police Fatally Shoot Black Securithank you Guard Who Detained Shooting Suspect blacklivesmatter;blacklivesmatter;0;0;0;0
5583;13.11.18 01:14;DrFNA;1,06E+18;NA;Thanks for the between hope you will talk about this tonight. Im so tired of seeing stories like this;NA;0;0;0;0
6093;12.11.18 20:31;JDominicOMeara1;1,06E+18;NA;My daughter is contribution oddsocksday oddsocks Anti Bullying Week antibullyingweek2018 respect;oddsocksday, oddsocks, AntiBullyingWeek, antibullyingweek, respect;0;0;0;0
6011;12.11.18 21:13;dzifah;1,06E+18;NA;police kill Black securithank you guard who stopped shooter in a bar after mistaking the good Blackman him for criminal;police, Black, shooter, Blackman;0;0;0;0
6206;12.11.18 19:36;ForwardBoomer;1,06E+18;thehill;Another life proves why Black Lives Matter is more than a slogan.;BlackLivesMatter;0;0;0;0
7386;12.11.18 05:22;rfgamble;1,06E+18;realDonaldTrump;America First Ban Islam Me We:;AmericaFirst, BanIslam, MeWe;0;0;0;0
5498;13.11.18 02:08;AmyAdamsOregon;1,06E+18;NRA_Rifleman;why ca n't black men shoot the bad guys, too? Say His Name jewel Roberson Black Lives Matter;SayHisName, JemelRoberson, BlackLivesMatter;0;0;0;0
8242;11.11.18 10:37;YrInsiderZambia;1,06E+18;NA;Trump is racist campaign ad will look and sound familiar to students of history come to;NA;0;0;0;0
5549;13.11.18 01:39;DrLindaShelton;1,06E+18;NA;Even in Brazil, a cop needs to have a college degree;NA;0;0;0;0
4564;13.11.18 14:59;ellebee_gest;1,06E+18;NA;Apparently` good guys with guns d' can only be white. Only person to be killed was the SECURITY GUARD who got the sit;NA;0;0;0;0
7229;12.11.18 09:01;DrAPitman;1,06E+18;NA;"Unhelpful of to propagate the idea that there is a thank coupe of person who does not get bullied,& amp; for";NA;0;0;0;0
4467;13.11.18 15:37;ImEmotionalPain;1,06E+18;NA;Really awesome Westchester Suicide Task Force meeting this morning with amazing people doing powerful work with emosi;Westchester, Suicide;0;0;0;0
4195;13.11.18 17:19;DebeeMI;1,06E+18;JamilSmith;` My d' heart is brotherton p. I can only imagine how his family, friends and the black communithank you feels p..;NA;0;0;0;0
8747;10.11.18 21:16;SequeyaTHicks;1,06E+18;NA;Everybody in my house is a fan. Our favorite player is from our hometown. winston NC;Kinston, NC;0;0;0;0
6160;12.11.18 19:55;meir_indira;1,06E+18;NA;Bullying Aotearoa has the highest teen suicide rate in the developed world, which many educationalists believe to stem;Bullying;0;0;0;0
5598;13.11.18 01:05;DinaSaS69;1,06E+18;NA;` How in the world does the securithank you guard get shot by police? d' New Spiritual Light Baptist Church Pastor Walter Turnersaid.;NA;0;0;0;0
4526;13.11.18 15:14;rensaviour;1,06E+18;NA;Police Fatally Shoot Black Securithank you Guard Who Detained Shooting Suspect Black Lives Matter;BlackLivesMatter;0;0;0;0
7383;12.11.18 05:32;jlthundersnow;1,06E+18;NA;White Lives Matter Gun Control Now White Supremacy hereyoudo. Read em and weep America. We spawn, we suppress. Marks;WhiteLivesMatter, GunControlNow, WhiteSupremacy;1;5;0;ECO
5591;13.11.18 01:12;CulturalNook;1,06E+18;NA;Why int this being reported on the national news? Black Lives Matter;BlackLivesMatter;0;0;0;0
7157;12.11.18 10:08;DavidJa05262630;1,06E+18;NA;Hey guess what?? ive just had a phone call, and Ive now been assigned a social worker this bullying will stop on;bullying;0;0;0;0
5087;13.11.18 08:05;cgp123456;1,06E+18;NA;The Uk knows this all to wellman Islam, On a brighter note i hear of peoples patrols in England, Making the streets;BanIslam;1;3;1;REL
7835;11.11.18 20:07;coruscate;1,06E+18;NA;Okay Blacklivesmatter I mm going to respectfully put exhibits A and B down and step away.;Blacklivesmatter;0;0;0;0
9024;10.11.18 16:21;PlymouthArtist;1,06E+18;dowden_amy;Be resilient in the face of bullying.;bullying;0;0;0;0
6841;12.11.18 13:59;Draco_Rider;1,06E+18;NA;I think these racists need their phone number shared. Black Lives Matter;BlackLivesMatter;1;4;0;CHA
9049;10.11.18 16:00;charmgritty;1,06E+18;NA;FRIENDLY REMINDER: 40% OF AMERICANS THINK COPS SHOULD BE ABLE TO PLAY A LIFE OR DEATH GAME OF SIMON SAYS WITH B;NA;0;0;0;0
7433;12.11.18 04:10;ParamedProf;1,06E+18;NA;Workplace culture at was Foundation Trust: An investigation into has found evidence of bullying and sex;bullying;0;0;0;0
8272;11.11.18 09:25;Mecki7MG;1,06E+18;JoyceWhiteVance;Do not even try to address on a rational basis. He is only;NA;0;0;0;0
6518;12.11.18 17:10;HeemIsme;1,06E+18;bluelivesmtr;WHAT IS A BLUE LIFE?!?!?! A surf? eiffel 65? Police and take off that uniform, I cant change my brother;NA;0;0;0;0
6718;12.11.18 15:29;Mondomoog;1,06E+18;NA;p. neareally all children- some 98%- said that showing respect to each other is important, and acknowledged that it;NA;0;0;0;0
6725;12.11.18 15:21;KWSMTeam;1,06E+18;NA;There is a lot going on in social media: casebook is starting to test video polls while opening up on political ads.;NA;0;0;0;0
7684;11.11.18 22:41;CraigHoffman11;1,06E+18;NA;` Japan has been great. I have enjoyed my time here so far. But, my school has been very difficult. I am a bit on th;NA;0;0;0;0
5799;12.11.18 23:03;TigerfangLacey;1,06E+18;NA;blacklivesmatter BLACK LIVES FUCKING MATTER!!!!;blacklivesmatter;0;0;0;0
8460;11.11.18 03:24;Baby_Grl_Marie;1,06E+18;NA;I saw this and had to share this right now! Remember your words have the power to build up or tear down, so choose the;NA;0;0;0;0
7579;12.11.18 01:09;DanaNra2000;1,06E+18;V_of_Europe;Makes me wan na move there. Ban Islam No Sharia;BanIslam, NoSharia;1;3;1;REL
6737;12.11.18 15:13;haandleonit;1,06E+18;NA;bullying: Work with children and young people? Download our new updated antibullying presentation in readiness f;antibullying;0;0;0;0
5666;13.11.18 00:24;Informed_Un;1,06E+18;NA;shameful blm jewel Roberson Black Lives Matter WHEN will this end?;shameful, blm, JemelRoberson, BlackLivesMatter;0;0;0;0
6811;12.11.18 14:11;misterdaved;1,06E+18;NA;Still antibullyingweek and we eve spoken with lots of colleagues in Princess Buildings. harassment;antibullyingweek, colleagues, harassment;0;0;0;0
6928;12.11.18 12:57;One_Stop_Social;1,06E+18;NA;It is great to see different programmes across the UK looking to tackle bullying. We all need to work together to ke;bullying;0;0;0;0
4751;13.11.18 13:11;mroeppel;1,06E+18;SusanSarandon;Did you notice, and if my eyes do n't deceive me, there are 2 boys in the pictureture who raise their clo;NA;0;0;0;0
7726;11.11.18 21:58;tamilfever1;1,06E+18;NA;Black Woman Thinks she White| Dr. Phil Dr Phil black blackface Black Twitter;DrPhil, black, blackface, BlackTwitter;0;0;0;0
5515;13.11.18 01:55;Joseph2482F;1,06E+18;NA;One Who is Sport Is Public Hangings is held As exaggerated expression of regard In Mississippi? If Y;NA;0;0;0;0
4629;13.11.18 14:28;PBE06;1,06E+18;NA;"Drunk unruly men asked to leave a bar return& amp; open fire. Cops show up& amp; murder 26-yesr-old Black armed male securithank you guard";NA;0;0;0;0
6064;12.11.18 20:45;lindahobbis;1,06E+18;NA;Are you ignored on the school run? Do the other mums pretend you are not there? loggers parenting bullying;bloggers, parenting, bullying;0;0;0;0
6353;12.11.18 18:23;FemmeObtuseToo;1,06E+18;NA;UPDATE: matisse cellars, co-founder of Black Lives Matter, gives stamina Mallory is anti-Semitism a signal boost.;BlackLivesMatter;0;0;0;0
8239;11.11.18 10:42;a7uuz;1,06E+18;NA;I liked a video BREAKING NEWS BLACKLIVESMATTER.;BLACKLIVESMATTER;0;0;0;0
8223;11.11.18 11:09;Rick8Sanchez;1,06E+18;NA;He dint want to mess up his hair. The Resistance RESIST Resistance Resist Dem Force Follow Back Resistance Soon glow;TheResistance, RESIST, Resistance, Resist, DemForce, FollowBackResistance, Soon;0;0;0;0
7073;12.11.18 11:19;UKMediation;1,06E+18;NA;Our next seminar, workplace Bullying: A Better Solution', is now less than two weeks' away. Join us to find out w;NA;0;0;0;0
5890;12.11.18 22:04;MaddieTaeUK;1,06E+18;NA;You all rocked our saratoga town. Thankyouand thankyouagain for standing up against Bullying.;Sarasota, Bullying;0;0;0;0
7358;12.11.18 06:30;MJASpeakers;1,06E+18;NA;. on Harnessing Energy, Part II: You Are Built to Change via.;NA;0;0;0;0
5142;13.11.18 07:13;cgp123456;1,06E+18;NA;Remember to take your Black dogs war when you start the peoples patrols of the streets. Ban Islam, Don eat ther;BlackDogsof, BanIslam;1;3;1;REL
9053;10.11.18 15:58;AUC31;1,06E+18;BlkHistStudies;Black Lives Matter our history of Massacres and injustices is just that!;BlackLivesMatter;0;0;0;0
8353;11.11.18 07:27;debbie1ala;1,06E+18;NA;Still no word or condemnation from Grand Mufti about the recent Islamic Jihadist attack in Melbourne. Here is some;NA;0;0;0;0
8892;10.11.18 18:23;gahportland;1,06E+18;NA;Rad workshops are happening at the Prep Conference this afternoon! Hope to see you there! More details here:;NA;0;0;0;0
4512;13.11.18 15:20;TradeSchoolsCa;1,06E+18;NA;Bullying in College: How It Happens and What You Can Do to Stop It World Kindness Day Bullying Student Life;WorldKindnessDay, Bullying, StudentLife;0;0;0;0
7707;11.11.18 22:11;LoveIrreverence;1,06E+18;NA;I mm not arguing for Israel/against Palestine, but America includes virtually every religious and political view;Israel, Palestine, America;0;0;0;0
4848;13.11.18 12:07;talkOTR;1,06E+18;NA;Anti Bullying Week If you need to talk about bullying you can visit us this afternoon to speak a counsellor. We ru;AntiBullyingWeek, bullying;0;0;0;0
7874;11.11.18 19:06;amboy_patricia;1,06E+18;NA;Workplace Bullying: What does the law say? bullying workplace workplacebullying stopbullying;bullying, workplace, workplacebullying, stopbullying;0;0;0;0
6780;12.11.18 14:36;FriendsTravel;1,06E+18;NA;dot is a Coward Wimp Brat Child Bully his orange color would run if it got wet! He ran away just like he did;Coward, Wimp, BratChild, Bully;1;2;0;POL CHA
7538;12.11.18 01:42;WalkAwayWoke;1,06E+18;NA;Absolutely. It should be banned in every civilized country. Ban Islam;BanIslam;1;3;1;REL
7978;11.11.18 17:24;hanjangho76;1,06E+18;LamarWhiteJr;The Bible Belt does get it? Black Lives Matter;BibleBelt, BlackLivesMatter;0;0;0;0
5468;13.11.18 02:26;thereddempress_;1,06E+18;NA;There are more important things to talk about. Why cant people use their voice for something that fucking matters;NA;0;0;0;0
7288;12.11.18 08:03;afr0rican;1,06E+18;NA;vox_n_thebebecausemos: This is a direct link to sign up to textbook via Hustle for Mike Espy in the runoff election fo;NA;0;0;0;0
6748;12.11.18 15:04;allswagga;1,06E+18;NA;Fresh Fade 4 dinzykilla Shop Open Today Link N Bio..... blackpower melanin blackgirlmagic;blackpower, melanin, blackgirlmagic;0;0;0;0
7013;12.11.18 12:00;KatieMettner;1,06E+18;NA;"` Nick S. Klaus is a story of hope, love& amp; joy perfect for the Christmas season. d'";Christmas;0;0;0;0
7477;12.11.18 03:16;TomColemanrt1;1,06E+18;NA;3850006000 students have experienced bullying: Story on Bullying and great solution for Parent;Bullying;0;0;0;0
6633;12.11.18 16:15;JackJackson2355;1,06E+18;NA;You realize Canada is one tenth the size of our country? Yes beating up on Canada is so brave of you! Of;NA;0;0;0;0
7719;11.11.18 22:00;AwarenessPod;1,06E+18;NA;Resilience is the key to fighting the effects of bullying. We need to empower our kids! Find out how now!;bullying;0;0;0;0
4265;13.11.18 16:54;AnteMemoriam;1,06E+18;NA;Muslims are ordered to make war against and kill apostate, and the duran is perfectly clear. Islam Sharia Jihad;Islam, Sharia, Jihad;1;3;1;REL
6541;12.11.18 16:59;scotty2smithy;1,06E+18;AdamDriverFans;The excellence of` black kinsman d' from Adam Driver to the Black Lives Matter movement and an assent;BlackLivesMatter;0;0;0;0
5226;13.11.18 05:42;Miigwanikwe;1,06E+18;NA;"This jewel Robinson son, He was doing his job as Securithank you-guard,& amp; held suspect until police arrived& amp; they shot";NA;0;0;0;0
7109;12.11.18 10:53;msthurman0561;1,06E+18;MichaelSkolnik;Robert Reich: Trump is 30 Biggest Broken Promises;NA;0;0;0;0
5686;13.11.18 00:16;es1999;1,06E+18;NA;Trust in Chicago area police was already low. Then they killed jewel Roberson. blm;blm;0;0;0;0
7129;12.11.18 10:33;haandleonit;1,06E+18;NA;bullying: TaverhamHall: Accepting each other is differences and showing respect for one another p. This is why;NA;0;0;0;0
8156;11.11.18 13:13;MUNRO_Grenada;1,06E+18;NA;Black Lives Matter All Lives Matter The Cannibal Generals of Liberia;BlackLivesMatter, AllLivesMatter, Cannibal;0;0;0;0
5928;12.11.18 21:45;LifeLightStreet;1,06E+18;NA;Outcry after police shoot African-American securithank you guard hero'. We can wonder but how long would we need to wonder;NA;0;0;0;0
4542;13.11.18 15:04;drakbailey;1,06E+18;NA;Shot and killed by police p. while wearing the uniform for his job as a securithank you guard.;NA;0;0;0;0
5381;13.11.18 03:25;HazelAllen;1,06E+18;NA;All it takes to stop a bad guy with a gun is a good guy with a gun whom the police will immediately open fire on;NA;0;0;0;0
6539;12.11.18 17:00;shadowmoonplace;1,06E+18;NA;Kevin Grant says- Im a childrens author and artist. We as a communithank you know far too often regarding the effects;NA;0;0;0;0
5519;13.11.18 01:55;BullyKingMag;1,06E+18;NA;American Bully puts herself in time-out americanbullyworld americanbullypocket americanbullys;timeout, americanbullyworld, americanbullypocket, americanbullys;0;0;0;0
7495;12.11.18 02:40;BB_Phelps;1,06E+18;NA;If your not at the table your on the menu-Gwen Carr( mother of Eric Garner) Best believe I bought her book! not;NA;0;0;0;0
5982;12.11.18 21:29;Clausen4Kansas;1,06E+18;NA;jewel Roberson was a good guy with a gun. It is always been clear that argument only apeopleied to white people, but no;NA;0;0;0;0
8290;11.11.18 08:58;ChimpBoyObama;1,06E+18;JanellRenee__;Nope! Only Black Lives Matter! oblt mama trump Trump Train crimes Chicago goole;BlackLivesMatter, OBLM, maga, trump, TrumpTrain, crimes, Chicago, Google;0;0;0;0
5266;13.11.18 05:08;courtneyjahenry;1,06E+18;NA;Is` public hanging d' a common thing to say in miss? If so I mm very happy I do n't live;NA;0;0;0;0
6753;12.11.18 14:58;WarmestRegardss;1,06E+18;NA;This is the son of my amazing co-worker. Who knows how many people he saved Friday night only to be shot in the bac;NA;0;0;0;0
6311;12.11.18 18:45;Hope4Siblings;1,06E+18;NA;bullying depression anxiethank you WAS THERE A BULLY SIBLING IN YOUR HOME?;bullying, depression, anxiety;0;0;0;0
7986;11.11.18 17:13;ogkeyser;1,06E+18;NA;THE PHONES EMPOWER PEOPLE Call Bank America Mob their phones Cost them money until Republicans in Congress;CallBankAmerica;0;0;0;0
4859;13.11.18 12:00;BooksGS4;1,06E+18;NA;Have you or your child ever been a victim of name calling? Bully No Bully Merry Christmas thelegendofchrismoose;Bully, NoBully, MerryChristmas, thelegendofchrismoose;0;0;0;0
5095;13.11.18 08:03;afr0rican;1,06E+18;NA;SABCNewsOnline: Caster semen leads win at the Sports Awards semen won awards for Sports Star of the Year, P;NA;0;0;0;0
6919;12.11.18 13:04;topcat1257;1,06E+18;NA;Who the hell jokes about lynching? This is outrageous and she has no place in the Senate. Black Lives Matter;BlackLivesMatter;0;0;0;0
6815;12.11.18 14:09;courtneyjahenry;1,06E+18;NA;Black men, you are a hypocrite by saying Black Lives Matter if you do n't respect black women;BlackLivesMatter;0;0;0;0
8932;10.11.18 17:45;CervChampagne;1,06E+18;NA;Check out the head on this guy! These pups are the shizzzit Yo! PACK puppies americanpitbull pit;puppies, americanpitbull, pit;0;0;0;0
7944;11.11.18 17:59;AllenYork;1,06E+18;NA;` We as a societhank you, particulareally given our history, have to take this seriously. d' on Black Lives Matter;BlackLivesMatter;0;0;0;0
